n,p,n_steps,time,bottom_reached,n_threads
96,0.2,4,0.000999928,0,6
96,0.3,5,0.000999928,0,6
84,0.4,17,0.000999928,0,6
96,0.4,7,0,0,6
84,0.5,28,0.00200009,0,6
96,0.5,32,0.00300002,0,6
84,0.6,161,0.00900006,1,6
84,0.7,128,0.00399995,1,6
96,0.6,245,0.0150001,1,6
84,0.8,106,0.00399995,1,6
84,0.9,94,0.00399995,1,6
96,0.7,138,0.00600004,1,6
84,1,85,0.00300002,1,6
96,0.8,117,0.0059998,1,6
96,0.9,107,0.00500011,1,6
96,1,98,0.00399995,1,6
97,0.1,3,0.000999928,0,6
97,0.2,5,0,0,6
97,0.3,10,0.00100017,0,6
97,0.4,18,0.00199986,0,6
97,0.5,34,0.00300002,0,6
97,0.6,186,0.013,1,6
97,0.7,139,0.00699997,1,6
97,0.8,118,0.00600004,1,6
97,0.9,109,0.00600004,1,6
97,1,98,0.00399995,1,6
98,0.1,2,0.000999928,0,6
98,0.2,6,0,0,6
98,0.3,9,0.00100017,0,6
98,0.4,25,0.00300002,0,6
98,0.5,33,0.00300002,0,6
98,0.6,150,0.00999999,0,6
98,0.7,145,0.00699997,1,6
98,0.8,120,0.00600004,1,6
98,0.9,109,0.0059998,1,6
98,1,99,0.00500011,1,6
99,0.1,2,0,0,6
99,0.2,4,0.000999928,0,6
99,0.3,13,0.00100017,0,6
99,0.4,15,0.000999928,0,6
99,0.5,56,0.00600004,0,6
99,0.6,212,0.013,1,6
99,0.7,137,0.00699997,1,6
99,0.8,119,0.00699997,1,6
99,0.9,111,0.00499988,1,6
99,1,100,0.00500011,1,6
100,0.1,4,0.000999928,0,6
100,0.2,4,0,0,6
100,0.3,5,0.00100017,0,6
100,0.4,16,0.00199986,0,6
100,0.5,30,0.00300002,0,6
100,0.6,168,0.013,0,6
100,0.7,146,0.0079999,1,6
100,0.8,126,0.00600004,1,6
100,0.9,113,0.00600004,1,6
100,1,101,0.00500011,1,6
1,0.1,1,0,0,7
1,0.2,1,0,0,7
16,0.1,1,0,0,7
1,0.3,2,0,1,7
16,0.2,51,0,0,7
0.4,1,0,0,7
1,0.5,2,0,1,7
31,0.1,5,0,0,7
16,0.3,5,0,0,7
1,0.6,1,0,0,7
45,0.1,3,0,0,7
59,0.1,3,0,0,7
16,0.4,5,0,0,7
1,0.7,2,0,1,7
31,0.2,2,0,0,7
73,0.1,2,0,0,7
16,0.5,11,0,0,7
1,0.8,2,0,1,7
1,0.9,2,0,1,7
45,0.2,3,0,0,7
1,1,2,0,1,7
2,0.1,1,0,0,7
2,0.2,1,0,0,7
2,0.3,1,0,0,7
87,0.1,2,0,0,7
59,0.2,3,0.000999928,0,7
2,0.4,3,0.000999928,1,7
31,0.3,5,0.000999928,0,7
2,0.5,3,0,1,7
2,0.6,2,0,0,7
45,0.3,6,2,0.000999928,0,7
0.7,3,0,1,7
2,0.8,1,0,0,7
2,0.9,3,0,1,7
31,0.4,7,0,0,7
73,0.2,7,0.000999928,0,7
59,0.3,5,0,0,7
2,1,3,0,1,7
3,0.1,1,0,0,7
3,0.2,1,0,0,7
3,0.3,2,0,0,7
87,0.2,4,0.000999928,0,7
3,0.4,5,0,1,7
45,0.4,9,0,0,7
3,0.5,2,0,0,7
16,0.6,24,0.000999928,0,7
3,0.6,2,0.00100017,0,7
3,0.7,5,0,1,7
3,0.8,5,0,1,7
3,0.9,5,0,1,7
3,1,4,0,1,7
4,0.1,1,0,0,7
4,0.2,1,0,0,7
4,0.3,2,0,0,7
16,0.7,26,0.00100017,1,7
4,0.4,5,0,0,7
4,0.5,2,0,0,7
73,0.3,7,0.00100017,0,7
59,0.4,11,0.00100017,0,7
4,0.6,6,0,1,7
4,0.7,8,0,1,7
4,31,0.8,6,0,1,7
0.5,43,0.00100017,0,7
16,0.8,22,0,1,7
4,0.9,6,0,1,7
4,1,5,0,1,7
5,0.1,2,0,0,7
5,0.2,3,0,0,7
5,0.3,1,0,0,7
16,0.9,21,0,1,7
5,0.4,6,0,0,7
5,0.5,5,0,0,7
5,0.6,3,0,0,7
5,0.7,2,0,0,7
45,0.5,28,0.00100017,0,7
16,1,17,0.000999928,1,7
5,0.8,7,0.000999928,1,7
17,0.1,1,0,0,7
5,0.9,7,0,1,7
5,87,1,6,0,1,7
0.3,10,0.00200009,0,7
17,0.2,3,0,0,7
6,0.1,2,0,0,7
6,0.2,4,0,0,7
17,6,0.3,6,0.3,5,0,0,7
0,0,7
31,0.6,40,0.000999928,1,7
6,0.4,3,0,0,7
17,0.4,4,0,0,7
6,0.5,7,0,0,7
6,0.6,6,0,0,7
59,0.5,15,0.000999928,0,7
6,0.7,8,0,1,7
17,0.5,11,0,0,7
6,0.8,8,0,1,7
6,0.9,7,0,1,7
17,0.6,13,0,0,7
73,0.4,13,0.000999928,6,,7
1,7,0,1,7
7,0.1,1,0,0,7
7,0.2,7,0,0,7
7,0.3,7,0,0,7
7,0.4,2,0.000999928,0,7
17,7,0.5,6,0,0,7
0.7,24,0.000999928,1,7
7,0.6,10,0,0,7
31,0.7,54,0.000999928,1,7
7,0.7,11,0,1,7
17,0.8,23,0,1,7
7,0.8,11,0,1,7
7,0.9,10,0,1,7
7,1,8,0,1,7
17,0.9,21,0,1,7
8,0.1,1,0,0,7
45,0.6,46,0.00199986,0,7
8,0.2,2,0,0,7
8,0.3,2,0,0,7
8,0.4,2,0,0,7
87,0.4,10,0.000999928,0,7
8,0.5,13,17,0,1,7
1,18,0,1,7
18,0.1,2,0,0,7
31,0.8,40,0,1,7
8,0.6,13,0,1,7
18,0.2,2,0.000999928,0,7
18,0.3,6,0,0,7
8,0.7,16,0.000999928,1,7
18,0.4,7,0,0,7
73,0.5,13,0.00199986,0,7
8,0.8,12,0,1,7
18,0.5,2,0,0,7
8,0.9,10,0,1,7
8,1,9,0,1,7
9,0.1,1,0,0,7
18,9,0.6,17,0.2,2,0,0,7
0,0,7
9,0.3,2,0,0,7
31,0.9,37,90.000999928,1,7
9,0.5,14,0,1,7
18,0.7,48,0.00100017,1,7
9,0.6,23,0.00100017,1,7
9,0.7,18,0,1,7
31,1,32,0.00100017,1,7
18,0.8,25,0,1,7
9,0.8,20,0,1,7
45,0.7,71,0.00200009,1,7
32,0.1,2,0,0,7
9,0.9,12,0,1,7
18,0.9,22,0,1,7
32,0.2,3,0,0,7
9,1,10,0,1,7
10,0.1,2,0,0,7
10,0.2,4,0,0,7
10,0.3,2,0,0,7
18,1,19,0,1,7
32,0.3,8,0,0,7
10,0.4,10,0,0,7
19,10,0.1,2,0.5,4,0.000999928,0,7
0.000999928,0,7
10,19,0.6,4,0,0,7
0.2,3,0,0,7
32,0.4,6,0.000999928,0,7
10,0.7,5,0,0,7
19,0.3,4,0,0,7
10,0.8,20,0,1,7
19,0.4,16,0,0,7
10,0.9,13,0,1,7
10,1,11,0,1,7
19,0.5,8,0,0,7
11,32,0.1,2,0,0,7
0.5,19,0,0,7
11,0.2,2,0,0,7
11,0.3,2,0,0,7
11,0.4,13,0.000999928,0,7
11,0.5,2,0,0,7
45,0.8,55,0.00199986,1,7
19,0.6,36,0.000999928,1,7
11,0.6,15,0,1,7
11,0.7,18,0,1,7
59,0.6,99,0.00499988,0,7
11,19,0.8,14,0,1,7
0.7,30,0,1,7
11,0.9,15,0,1,7
11,1,12,0,1,7
12,19,0.1,1,0,0,7
0.8,25,0,1,7
32,0.6,63,0.000999928,1,7
12,0.2,3,0.00100017,0,7
12,0.3,5,0,0,7
12,0.4,5,0,0,7
19,0.9,22,0.00100017,1,7
12,0.5,13,0,0,7
19,1,20,0,1,7
12,0.6,16,0,1,7
20,0.1,3,0,0,7
20,0.2,2,0,0,7
45,0.9,52,0.00100017,1,7
12,0.7,18,0,1,7
87,0.5,41,32,0.00500011,0,7
0.7,45,0.00100017,1,7
20,0.3,15,0,0,7
20,0.4,6,0.000999928,0,7
12,0.8,22,0.000999928,1,7
20,0.5,4,0,0,7
12,0.9,16,0,1,7
12,1,13,0,1,7
13,0.1,1,0,0,7
13,0.2,2,0,0,7
20,0.6,24,0,0,7
13,0.3,5,0,0,7
32,0.8,44,0.000999928,1,7
13,0.4,4,0,0,7
13,0.5,8,0,0,7
20,0.7,38,0.000999928,1,7
13,0.6,19,0.000999928,1,7
45,1,46,0.00199986,1,7
13,0.7,23,0,1,7
20,0.8,27,0,1,7
32,0.9,37,0.000999928,1,7
46,0.1,2,0,0,7
13,0.8,17,0,1,7
20,0.9,25,0,1,7
46,0.2,3,0,0,7
13,0.9,16,0,1,7
59,0.7,88,0.00300002,1,7
13,1,14,0.00100017,1,7
14,20,0.1,1,0,0,7
1,21,0.00100017,1,7
32,1,33,0.00100017,1,7
14,0.2,2,0,0,7
21,0.1,1,0,0,7
14,0.3,4,0,0,7
46,0.3,7,0.00100017,0,7
33,0.1,2,0,0,7
14,0.4,6,0,0,7
21,0.2,4,0,0,7
14,0.5,5,0,0,7
21,0.3,3,0,0,7
33,0.2,5,0,0,7
14,0.6,25,0,1,7
46,0.4,8,0,0,7
21,0.4,5,0,0,7
14,0.7,34,0.000999928,1,7
33,0.3,6,0.000999928,0,7
21,0.5,6,0.000999928,0,7
14,0.8,17,0,1,7
46,0.5,11,0.000999928,0,7
14,0.9,18,0,1,7
14,1,15,0,1,7
33,0.4,12,0,0,7
15,0.1,2,0,0,7
15,0.2,2,0,0,7
15,0.3,1,0,0,7
15,0.4,6,0,0,7
21,0.6,25,0.000999928,0,7
15,0.5,22,0.000999928,1,7
15,0.6,11,0,0,7
33,0.5,22,0.000999928,0,7
15,0.7,10,0,0,7
15,0.8,22,0,1,7
15,0.9,18,0.000999928,1,7
21,0.7,35,0.000999928,1,7
15,1,16,0,1,7
21,0.8,29,0,1,7
59,0.8,73,0.00399995,1,7
46,0.6,69,0.00199986,0,7
21,0.9,26,0,1,7
33,0.6,56,0.000999928,1,7
21,1,22,0.00100017,1,7
22,0.1,2,0,0,7
22,0.2,3,0,0,7
22,0.3,3,0,0,7
22,0.4,10,0,0,7
22,0.5,21,0.000999928,0,7
22,0.6,41,0,1,7
33,0.7,70,0.00200009,1,7
73,0.6,212,0.0120001,1,7
22,0.7,41,0.000999928,1,7
59,0.9,67,0.00300002,1,7
22,0.8,31,0,1,7
46,0.7,71,0.00300002,1,7
22,0.9,29,0,1,7
33,0.8,45,0.000999928,1,7
22,1,23,0.00100017,1,7
23,0.1,2,0,0,7
23,0.2,2,0,0,7
23,0.3,4,0,0,7
23,0.4,6,0,0,7
33,0.9,40,0.00100017,1,7
23,0.5,6,0,0,7
59,1,60,0.00100017,1,7
60,0.1,3,0.000999928,0,7
23,0.6,20,0.000999928,0,7
46,0.8,58,0.00200009,1,7
60,0.2,3,0,0,7
33,1,34,0.000999928,1,7
34,0.1,4,0,0,7
23,0.7,35,0,1,7
60,0.3,7,0,0,7
34,0.2,3,0,0,7
34,0.3,2,0.000999928,0,7
23,0.8,42,0.000999928,1,7
60,0.4,8,0.000999928,0,7
34,0.4,17,0,0,7
23,0.9,28,0,1,7
46,0.9,52,0.000999928,1,7
23,1,24,0,1,7
34,0.5,15,0,0,7
24,0.1,1,0.00100017,0,7
24,0.2,3,0,0,7
24,0.3,5,0,0,7
24,0.4,6,0,0,7
24,0.5,11,0,0,7
60,0.5,43,0.00100017,0,7
34,0.6,52,0.000999928,1,7
24,0.6,44,0.000999928,1,7
46,1,47,0.00200009,1,7
47,0.1,2,0,0,7
73,0.7,108,0.00600004,1,7
24,0.7,36,0,1,7
47,0.2,4,0,0,7
24,0.8,33,0.000999928,1,7
34,0.7,64,0.000999928,1,7
47,0.3,6,0.000999928,0,7
24,0.9,30,0,1,7
47,0.4,10,0,0,7
24,1,25,0.000999928,1,7
34,0.8,42,0.000999928,1,7
25,0.1,2,0,0,7
25,0.2,3,0,0,7
25,0.3,7,0,0,7
34,0.9,39,0,1,7
25,0.4,14,0,0,7
47,0.5,24,0.000999928,0,7
25,0.5,13,0.00100017,0,7
34,1,35,0.00100017,1,7
35,0.1,3,0,0,7
35,0.2,5,0,0,7
35,0.3,7,0,0,7
25,0.6,39,0,1,7
35,0.4,8,0,0,7
47,0.6,23,0.00200009,0,7
60,0.6,119,0.00499988,1,7
87,0.6,208,0.0179999,1,7
25,0.7,49,0.000999928,1,7
35,0.5,55,0.000999928,1,7
25,0.8,33,0,1,7
35,0.6,61,0.000999928,1,7
25,0.9,31,0.000999928,1,7
73,0.8,90,0.00499988,1,7
25,1,26,0,1,7
26,0.1,5,0,0,7
35,0.7,50,0,1,7
26,0.2,2,0,0,7
47,0.7,74,0.00200009,1,7
26,0.3,7,0.00100017,0,7
26,0.4,12,0,0,7
35,0.8,45,0.00100017,1,7
26,0.5,7,0,0,7
35,0.9,40,0.000999928,1,7
26,0.6,37,0.000999928,1,7
35,1,36,0,1,7
36,0.1,4,0,0,7
26,0.7,39,0,1,7
36,0.2,6,0,0,7
47,0.8,62,0.000999928,1,7
36,0.3,13,0.000999928,0,7
60,0.7,105,0.00399995,1,7
36,0.4,8,0,0,7
26,0.8,34,0.000999928,1,7
36,0.5,16,0,0,7
26,0.9,33,0,1,7
36,0.6,33,0.00100017,0,7
26,1,27,0.00100017,1,7
27,0.1,2,0,0,7
27,0.2,4,0,0,7
47,0.9,52,0.00200009,1,7
27,0.3,5,0,0,7
27,0.4,6,0,0,7
36,0.7,60,0,1,7
27,73,0.5,21,0.9,83,0.000999928,0,7
0.00500011,1,7
36,0.8,46,0.000999928,1,7
27,0.6,42,0,0,7
47,1,48,0.00199986,1,7
60,0.8,76,0.00300002,1,7
48,0.1,2,0,0,7
27,0.7,37,0.000999928,1,7
36,0.9,41,0.000999928,1,7
48,0.2,2,0,0,7
48,0.3,6,0.00100017,0,7
36,1,37,0.00100017,1,7
27,0.8,37,0.00100017,1,7
37,0.1,2,0,0,7
37,0.2,4,0,0,7
37,0.3,4,0,0,7
48,0.4,10,0,0,7
27,37,0.9,32,0.4,6,0,1,0,0
7
37,0.5,21,0.000999928,0,7
27,1,28,0.000999928,1,7
28,0.1,4,0,0,7
28,0.2,2,0,0,7
87,0.7,124,0.00900006,1,7
28,48,0.30.5,2,,0,0,7
0.000999928,0,7
28,0.4,4,0,0,7
37,0.6,60,0,1,7
60,0.9,68,0.00200009,1,7
28,0.5,9,0,0,7
73,1,75,0.00399995,1,7
37,0.7,57,0.000999928,1,7
28,0.6,52,0.000999928,1,7
74,0.1,3,0,0,7
37,0.8,48,0.000999928,1,7
48,0.6,48,0.00199986,0,7
28,0.7,44,0.000999928,1,7
74,0.2,4,0.000999928,0,7
37,0.9,44,0,1,7
28,0.8,37,0.00100017,1,7
74,0.3,5,0.00100017,0,7
37,1,38,0.00100017,1,7
60,1,61,0.00300002,1,7
38,0.1,3,0,0,7
28,0.9,32,0,1,7
38,0.2,3,0,0,7
61,0.1,3,0,0,7
38,0.3,5,0,0,7
38,28,0.4,7,0.000999928,0,7
1,29,0.000999928,1,7
74,0.4,5,0.000999928,0,7
29,0.1,1,0,0,7
38,0.5,7,0,0,7
61,29,0.2,3,0,0,7
0.2,5,0.000999928,0,7
48,0.7,69,0.00200009,1,7
29,0.3,5,0,0,7
29,0.4,11,0,0,7
38,0.6,42,0,0,7
29,0.5,9,0.000999928,0,7
61,0.3,9,0.000999928,0,7
29,0.6,49,0,1,7
61,0.4,11,0.00100017,0,7
29,0.7,42,0.00100017,1,7
38,0.7,58,0.00200009,1,7
48,0.8,60,0.00200009,1,7
74,0.5,23,0.00200009,0,7
29,0.8,40,0,1,7
29,0.9,33,0,1,7
29,1,30,0.000999928,1,7
30,0.1,2,0,0,7
38,0.8,48,0.000999928,1,7
30,0.2,2,0,0,7
30,0.3,9,0,0,7
30,0.4,5,0,0,7
30,0.5,15,0,0,7
48,0.9,54,0.000999928,1,7
38,0.9,44,0.000999928,1,7
87,0.8,108,0.0079999,1,7
30,0.6,60,0.000999928,1,7
30,0.7,54,0.00100017,1,7
38,1,39,0.00100017,1,7
39,0.1,3,0,0,7
61,0.5,60,0.00300002,0,7
48,1,49,0.00200009,1,7
39,0.2,2,0,0,7
39,0.3,6,0,0,7
30,0.8,41,0,1,7
49,0.1,4,0,0,7
39,0.4,6,0,0,7
49,0.2,2,0.000999928,0,7
39,0.5,21,0.000999928,0,7
30,0.9,36,0.000999928,1,7
49,0.3,8,0,0,7
30,1,31,0,1,7
39,0.6,34,0,0,7
49,0.4,15,0.000999928,0,7
49,0.5,16,0,0,7
39,0.7,72,0.000999928,1,7
39,0.8,51,0.00300002,1,7
74,0.6,113,0.0079999,0,7
61,0.6,131,0.0059998,1,7
39,0.9,45,0.000999928,1,7
49,0.6,86,0.00399995,1,7
39,1,40,0.00100017,1,7
40,0.1,2,0,0,7
87,0.9,97,0.00800014,1,7
40,0.2,6,0.000999928,0,7
40,0.3,5,0,0,7
49,0.7,72,0.00200009,1,7
40,0.4,6,0,0,7
61,0.7,88,0.00200009,1,7
74,0.7,107,0.00399995,1,7
40,0.5,36,0.000999928,0,7
49,0.8,60,0.00200009,1,7
61,0.8,74,0.00200009,1,7
40,0.6,73,0.00200009,1,7
49,0.9,56,0.00199986,1,7
61,0.9,69,0.00199986,1,7
74,0.8,94,0.00300002,1,7
40,0.7,78,0.00200009,1,7
49,1,50,0.00100017,1,7
61,1,62,0.00100017,1,7
40,0.8,52,0,1,7
50,0.1,3,0.000999928,0,7
62,0.1,2,0.000999928,0,7
62,0.2,4,0,0,7
50,0.2,4,0,0,7
87,1,89,0.00699997,1,7
40,0.9,46,0.000999928,1,7
62,0.3,6,0,0,7
50,0.3,6,0,0,7
88,40,1,41,0.1,3,0.000999928,1,7
0.000999928,0,7
50,0.4,4,0.000999928,0,7
62,0.4,8,0.000999928,0,7
41,0.1,4,0,0,7
41,0.2,5,0,0,7
41,0.3,4,0,0,7
88,0.2,3,0,0,7
62,0.5,17,0,0,7
41,0.4,21,0.000999928,0,7
50,0.5,21,0.000999928,0,7
41,0.5,20,0,0,7
88,0.3,5,0.000999928,0,7
74,0.9,85,0.00399995,1,7
41,0.6,94,0.00100017,1,7
88,0.4,12,0.00200009,0,7
41,0.7,78,0.000999928,1,7
50,0.6,81,0.00200009,1,7
62,0.6,109,0.00399995,1,7
41,0.8,51,0.000999928,1,7
41,0.9,48,0.00200009,1,7
50,0.7,70,0.00300002,1,7
74,1,75,0.00500011,1,7
75,0.1,2,0,0,7
88,0.5,25,0.00300002,0,7
41,1,43,0.000999928,1,7
75,0.2,3,0.000999928,0,7
42,0.1,2,0,0,7
42,0.2,3,0,0,7
62,0.7,93,0.00300002,1,7
42,0.3,5,0,0,7
75,0.3,5,0,0,7
50,0.8,69,0.00200009,1,7
42,0.4,9,0.00100017,0,7
42,0.5,5,0,0,7
75,0.4,9,0.00200009,0,7
42,0.6,19,0.000999928,0,7
50,0.9,57,0.000999928,1,7
42,0.7,61,0.000999928,1,7
62,0.8,75,0.00399995,1,7
50,1,52,0.00199986,1,7
51,0.1,2,0,0,7
75,0.5,32,0.00300002,0,7
51,0.2,4,0.00100017,0,7
42,0.8,56,0.00200009,1,7
51,0.3,4,0,0,7
51,0.4,3,0.000999928,0,7
42,0.9,49,0.000999928,1,7
51,0.5,11,0,0,7
62,0.9,71,0.00300002,1,7
42,1,43,0.000999928,1,7
43,0.1,4,0,0,7
43,0.2,9,0.00100017,0,7
43,0.3,8,0,0,7
43,0.4,8,0,0,7
43,0.5,42,0.000999928,0,7
62,1,63,0.00200009,1,7
63,0.1,2,0.000999928,0,7
43,0.6,77,0.000999928,1,7
63,0.2,5,0,0,7
51,0.6,124,0.00500011,1,7
43,0.7,61,0.00100017,1,7
63,0.3,12,0.00100017,0,7
63,0.4,7,0.000999928,0,7
43,0.8,55,0.000999928,1,7
51,0.7,84,0.00199986,1,7
63,0.5,20,0.000999928,0,7
43,0.9,49,0.00200009,1,7
88,0.6,153,0.0150001,1,7
43,1,44,0.000999928,1,7
44,0.1,2,0,0,7
51,0.8,66,0.00200009,1,7
44,0.2,4,0,0,7
44,0.3,5,0.000999928,0,7
75,0.6,155,0.0109999,1,7
44,0.4,10,0,0,7
51,0.9,58,0.00199986,1,7
44,0.5,23,0.000999928,0,7
51,1,52,0.00200009,1,7
52,0.1,2,0,0,7
44,0.6,97,0.00200009,1,7
52,0.2,6,0,0,7
63,0.6,110,0.00600004,0,7
88,0.7,127,0.0059998,1,7
52,0.3,6,0.000999928,0,7
52,0.4,17,0.00100017,0,7
44,0.7,62,0.00200009,1,7
52,0.5,23,0.000999928,0,7
75,0.7,112,0.00600004,1,7
44,0.8,55,0.000999928,1,7
63,0.7,101,0.00399995,1,7
44,0.9,50,0.00200009,1,7
52,0.6,78,0.00200009,1,7
88,0.8,108,0.00500011,1,7
44,1,45,0.000999928,1,7
75,0.8,93,0.00399995,1,7
52,0.7,76,0.00199986,1,7
63,0.8,77,0.00399995,1,7
52,0.8,65,0.00200009,1,7
63,0.9,72,0.00200009,1,7
52,0.9,60,0.00199986,1,7
75,0.9,85,0.00399995,1,7
63,1,64,0.000999928,1,7
64,0.1,2,0.00100017,0,7
64,0.2,4,0,0,7
64,0.3,7,0,0,7
52,1,53,0.00100017,1,7
53,0.1,2,0.000999928,0,7
64,0.4,6,0.000999928,0,7
53,0.2,4,0,0,7
88,0.9,99,0.00699997,1,7
53,0.3,6,0.000999928,0,7
64,0.5,22,0.000999928,0,7
53,0.4,9,0,0,7
53,0.5,27,0.00100017,0,7
75,1,76,0.00500011,1,7
76,0.1,2,0,0,7
76,0.2,3,0.000999928,0,7
76,0.3,10,0.00100017,0,7
64,0.6,97,0.00500011,0,7
53,0.6,102,0.00399995,1,7
76,0.4,16,0.00199986,0,7
88,1,89,0.00699997,1,7
89,0.1,3,0.000999928,0,7
89,0.2,5,0.00100017,0,7
53,0.7,73,0.00300002,1,7
76,0.5,25,0.00200009,0,7
89,0.3,6,0.000999928,0,7
64,0.7,110,0.00399995,1,7
53,0.8,66,0.00199986,1,7
89,0.4,12,0.000999928,0,7
53,0.9,60,0.00100017,1,7
64,0.8,81,0.00300002,1,7
53,1,54,0.000999928,1,7
54,0.1,2,0,0,7
54,0.2,3,0,0,7
54,0.3,7,0,0,7
89,0.5,25,0.00400019,0,7
54,0.4,14,0.00100017,0,7
54,0.5,23,0.000999928,0,7
64,0.9,73,0.00399995,1,7
76,0.6,186,0.0079999,1,7
54,0.6,98,0.00199986,1,7
64,54,0.7,74,1,65,0.00200009,1,7
0.00300002,1,7
65,0.1,3,0,0,7
65,0.2,3,0.000999928,0,7
54,0.8,67,0.000999928,1,7
65,0.3,6,0,0,7
76,0.7,112,0.00399995,1,7
54,0.9,62,0.00100017,1,7
65,0.4,19,0.00200009,0,7
65,0.5,12,0.000999928,0,7
54,1,55,0.00199986,1,7
55,0.1,2,0,0,7
55,0.2,5,0.00100017,0,7
55,0.3,7,0,0,7
55,0.4,7,0.000999928,0,7
76,0.8,109,0.00500011,1,7
55,0.5,9,0.000999928,0,7
65,0.6,39,0.00300002,0,7
55,0.6,52,0.00200009,0,7
65,0.7,94,0.00200009,1,7
89,0.6,180,0.0159998,1,7
76,0.9,86,0.00499988,1,7
65,0.8,79,0.00300002,1,7
55,0.7,82,0.00300002,1,7
65,0.9,74,0.00199986,1,7
55,0.8,71,0.00300002,1,7
65,1,66,0.00200009,1,7
66,0.1,2,0,0,7
66,0.2,6,0,0,7
76,1,77,0.00500011,1,7
66,0.3,7,0.000999928,0,7
77,0.1,4,0.000999928,0,7
55,0.9,63,0.00199986,1,7
77,0.2,4,0.00100017,0,7
66,0.4,22,0.00100017,0,7
77,0.3,5,0,0,7
66,0.5,27,0.000999928,0,7
55,1,56,0.00200009,1,7
56,0.1,2,0.000999928,0,7
56,0.2,4,0,0,7
77,0.4,15,0.00199986,0,7
56,0.3,8,0.000999928,0,7
89,0.7,133,0.00999999,1,7
56,0.4,10,0,0,7
56,0.5,19,0.00200009,0,7
66,0.6,126,0.00399995,1,7
77,0.5,64,0.00600004,0,7
66,0.7,99,0.00300002,1,7
56,0.6,125,0.00399995,1,7
66,0.8,82,0.00300002,1,7
89,0.8,111,0.00900006,1,7
56,0.7,86,0.00300002,1,7
66,0.9,75,0.00199986,1,7
66,1,67,0.00200009,1,7
67,0.1,4,0,0,7
56,0.8,69,0.00300002,1,7
67,0.2,2,0,0,7
67,0.3,10,0.000999928,0,7
67,0.4,11,0.00100017,0,7
67,0.5,14,0,0,7
56,0.9,64,0.00300002,1,7
56,1,57,0.00200009,1,7
57,0.1,2,0,0,7
57,0.2,3,0,0,7
89,0.9,99,0.00800014,1,7
57,0.3,10,0.000999928,0,7
57,0.4,12,0,0,7
67,0.6,116,0.00399995,1,7
57,0.5,30,0.000999928,0,7
77,0.6,239,0.016,1,7
67,0.7,95,0.00300002,1,7
57,0.6,75,0.00300002,0,7
67,0.8,84,0.00300002,1,7
57,0.7,85,0.00200009,1,7
89,1,90,0.0079999,1,7
57,0.8,70,0.00199986,1,7
90,0.1,4,0.000999928,0,7
67,0.9,77,0.00199986,1,7
90,0.2,3,0,0,7
57,0.9,66,0.00100017,1,7
90,0.3,7,0.00200009,0,7
77,0.7,121,0.00699997,1,7
67,1,68,0.00200009,1,7
68,0.1,3,0.000999928,0,7
68,0.2,4,0,0,7
90,0.4,7,0.000999928,0,7
57,1,59,0.00199986,1,7
68,0.3,5,0,0,7
58,0.1,4,0,0,7
58,0.2,3,0.00100017,0,7
68,0.4,8,0.00100017,0,7
58,0.3,5,0,0,7
68,0.5,14,0.000999928,0,7
90,0.5,14,0.00200009,0,7
58,0.4,11,0.000999928,0,7
58,0.5,33,0.00199986,0,7
77,0.8,94,0.00499988,1,7
58,0.6,95,0.00300002,1,7
68,0.6,121,0.00499988,1,7
77,0.9,85,0.00400019,1,7
58,0.7,84,0.00200009,1,7
77,1,78,0.00199986,1,7
58,0.8,75,0.00200009,1,7
78,0.1,3,0.00100017,0,7
78,0.2,4,0,0,7
78,0.3,9,0.000999928,0,7
58,0.9,68,0.000999928,1,7
68,0.7,122,0.00500011,1,7
78,0.4,14,0.000999928,0,7
58,1,59,0.000999928,1,7
78,0.5,35,0.00200009,0,7
68,0.8,89,0.00399995,1,7
68,0.9,77,0.00300002,1,7
68,1,69,0.00200009,1,7
69,0.1,2,0,0,7
69,0.2,5,0.000999928,0,7
90,0.6,249,0.0209999,1,7
69,0.3,5,0,0,7
78,0.6,201,0.00900006,1,7
69,0.4,16,0.00100017,0,7
69,0.5,36,0.00199986,0,7
78,0.7,121,0.00399995,1,7
69,0.6,60,0.00300002,0,7
69,0.7,103,0.00300002,1,7
78,0.8,95,0.00399995,1,7
90,0.7,127,0.00999999,1,7
69,0.8,86,0.00200009,1,7
78,0.9,88,0.00300002,1,7
69,0.9,78,0.00199986,1,7
78,1,79,0.00300002,1,7
69,1,70,0.00300002,1,7
79,0.1,3,0.000999928,0,7
70,0.1,2,0,0,7
79,0.2,6,0,0,7
70,0.2,4,0,0,7
70,0.3,7,0.000999928,0,7
79,0.3,9,0.000999928,0,7
70,0.4,12,0,0,7
90,0.8,109,0.00800014,1,7
70,0.5,17,0.00100017,0,7
79,0.4,20,0.00200009,0,7
70,0.6,77,0.00300002,0,7
79,0.5,42,0.00300002,0,7
70,0.7,101,0.00300002,1,7
90,0.9,101,0.0079999,1,7
70,0.8,86,0.00300002,1,7
79,0.6,169,0.00699997,1,7
70,0.9,79,0.00199986,1,7
70,1,71,0.00200009,1,7
71,0.1,2,0.000999928,0,7
71,0.2,3,0,0,7
71,0.3,5,0,0,7
79,0.7,110,0.00399995,1,7
90,1,92,0.00800014,1,7
71,0.4,6,0.00100017,0,7
91,0.1,3,0,0,7
91,0.2,4,0.000999928,0,7
71,0.5,23,0.000999928,0,7
91,0.3,7,0.000999928,0,7
79,0.8,99,0.00400019,1,7
